,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,FIPS,E_TOTPOP,E_PCI,EP_UNEMP,EP_NOHSDP,EP_DISABL,EP_MINRTY,EP_MUNIT,EP_POV
2926,MS,MS: Jasper County (28061),433.3,518.1,474.1,541,Incidence,82677,All Races,Male and Female,All Cancer Sites Combined,2014-2018,600.4,711.9,654.4,28061,16529.0,21929.0,6.0,16.9,18.3,55.2,0.2,23.2
2927,MS,MS: Jasper County (28061),141.9,189.8,164.4,199,Mortality,82677,All Races,Male and Female,All Cancer Sites Combined,2014-2018,208.4,276.6,240.7,28061,16529.0,21929.0,6.0,16.9,18.3,55.2,0.2,23.2
2928,MS,MS: Jefferson County (28063),467.0,608.2,533.9,245,Incidence,36714,All Races,Male and Female,All Cancer Sites Combined,2014-2018,586.4,756.3,667.3,28063,7346.0,13374.0,7.5,25.2,11.9,87.0,2.1,49.7
2929,MS,MS: Jefferson County (28063),192.0,286.8,235.6,107,Mortality,36714,All Races,Male and Female,All Cancer Sites Combined,2014-2018,238.8,352.2,291.4,28063,7346.0,13374.0,7.5,25.2,11.9,87.0,2.1,49.7
2930,MS,MS: Jefferson Davis County (28065),455.1,560.4,505.5,413,Incidence,57382,All Races,Male and Female,All Cancer Sites Combined,2014-2018,652.0,792.6,719.7,28065,11495.0,19233.0,9.9,21.2,18.5,62.3,0.1,27.0
2931,MS,MS: Jefferson Davis County (28065),159.2,221.8,188.3,160,Mortality,57382,All Races,Male and Female,All Cancer Sites Combined,2014-2018,237.3,325.5,278.8,28065,11495.0,19233.0,9.9,21.2,18.5,62.3,0.1,27.0
2932,MS,MS: Jones County (28067),441.9,484.5,462.9,1939,Incidence,342058,All Races,Male and Female,All Cancer Sites Combined,2014-2018,541.9,592.7,566.9,28067,68454.0,22836.0,6.4,16.7,16.9,35.2,1.8,21.4
2933,MS,MS: Jones County (28067),149.8,174.8,161.9,688,Mortality,342058,All Races,Male and Female,All Cancer Sites Combined,2014-2018,186.4,216.7,201.1,28067,68454.0,22836.0,6.4,16.7,16.9,35.2,1.8,21.4
2934,MS,MS: Kemper County (28069),330.1,429.2,377.0,254,Incidence,50194,All Races,Male and Female,All Cancer Sites Combined,2014-2018,445.7,572.2,506.0,28069,10107.0,15518.0,6.9,16.7,20.0,66.0,0.1,30.0
2935,MS,MS: Kemper County (28069),126.3,187.6,154.4,111,Mortality,50194,All Races,Male and Female,All Cancer Sites Combined,2014-2018,181.9,266.3,221.1,28069,10107.0,15518.0,6.9,16.7,20.0,66.0,0.1,30.0
2936,MS,MS: Lafayette County (28071),379.8,431.1,404.8,1020,Incidence,265964,All Races,Male and Female,All Cancer Sites Combined,2014-2018,360.3,407.8,383.5,28071,53459.0,26154.0,6.8,10.5,11.2,30.0,12.5,23.8
2937,MS,MS: Lafayette County (28071),143.9,176.8,159.7,386,Mortality,265964,All Races,Male and Female,All Cancer Sites Combined,2014-2018,131.0,160.4,145.1,28071,53459.0,26154.0,6.8,10.5,11.2,30.0,12.5,23.8
2938,MS,MS: Lamar County (28073),413.3,460.3,436.3,1393,Incidence,306656,All Races,Male and Female,All Cancer Sites Combined,2014-2018,430.7,478.8,454.3,28073,61223.0,28934.0,9.7,9.2,15.1,25.6,7.7,16.5
2939,MS,MS: Lamar County (28073),125.4,152.5,138.5,426,Mortality,306656,All Races,Male and Female,All Cancer Sites Combined,2014-2018,126.0,152.8,138.9,28073,61223.0,28934.0,9.7,9.2,15.1,25.6,7.7,16.5
2940,MS,MS: Lauderdale County (28075),408.9,447.4,427.8,2022,Incidence,386537,All Races,Male and Female,All Cancer Sites Combined,2014-2018,500.6,546.4,523.1,28075,77323.0,23741.0,6.7,14.5,18.9,47.3,4.7,21.8
2941,MS,MS: Lauderdale County (28075),144.0,166.8,155.0,755,Mortality,386537,All Races,Male and Female,All Cancer Sites Combined,2014-2018,181.6,209.8,195.3,28075,77323.0,23741.0,6.7,14.5,18.9,47.3,4.7,21.8
2942,MS,MS: Lawrence County (28077),428.0,528.1,476.0,387,Incidence,63203,All Races,Male and Female,All Cancer Sites Combined,2014-2018,552.8,676.5,612.3,28077,12630.0,21809.0,8.9,16.8,14.7,34.8,0.7,19.4
2943,MS,MS: Lawrence County (28077),164.4,229.2,194.7,156,Mortality,63203,All Races,Male and Female,All Cancer Sites Combined,2014-2018,209.6,288.7,246.8,28077,12630.0,21809.0,8.9,16.8,14.7,34.8,0.7,19.4
2944,MS,MS: Leake County (28079),420.8,495.8,457.1,613,Incidence,114357,All Races,Male and Female,All Cancer Sites Combined,2014-2018,494.4,580.2,536.0,28079,22870.0,17960.0,11.0,22.7,22.6,52.8,1.1,25.9
2945,MS,MS: Leake County (28079),166.2,214.4,189.1,255,Mortality,114357,All Races,Male and Female,All Cancer Sites Combined,2014-2018,196.5,252.1,223.0,28079,22870.0,17960.0,11.0,22.7,22.6,52.8,1.1,25.9
2946,MS,MS: Lee County (28081),468.6,508.9,488.4,2357,Incidence,424687,All Races,Male and Female,All Cancer Sites Combined,2014-2018,532.8,577.9,555.0,28081,84915.0,25467.0,6.4,16.2,15.8,34.1,7.7,15.9
2947,MS,MS: Lee County (28081),200.4,227.3,213.5,1020,Mortality,424687,All Races,Male and Female,All Cancer Sites Combined,2014-2018,225.7,255.4,240.2,28081,84915.0,25467.0,6.4,16.2,15.8,34.1,7.7,15.9
2948,MS,MS: Leflore County (28083),468.8,541.3,504.1,800,Incidence,148635,All Races,Male and Female,All Cancer Sites Combined,2014-2018,501.6,576.9,538.2,28083,29804.0,16861.0,11.3,21.2,10.4,77.5,3.2,39.2
2949,MS,MS: Leflore County (28083),206.4,255.0,229.8,369,Mortality,148635,All Races,Male and Female,All Cancer Sites Combined,2014-2018,223.6,274.9,248.3,28083,29804.0,16861.0,11.3,21.2,10.4,77.5,3.2,39.2
2950,MS,MS: Lincoln County (28085),430.5,489.7,459.3,995,Incidence,172180,All Races,Male and Female,All Cancer Sites Combined,2014-2018,542.5,614.9,577.9,28085,34432.0,21892.0,7.4,13.4,15.6,32.8,0.9,22.0
2951,MS,MS: Lincoln County (28085),170.4,208.3,188.6,408,Mortality,172180,All Races,Male and Female,All Cancer Sites Combined,2014-2018,214.5,261.1,237.0,28085,34432.0,21892.0,7.4,13.4,15.6,32.8,0.9,22.0
2952,MS,MS: Lowndes County (28087),451.3,498.4,474.4,1659,Incidence,296957,All Races,Male and Female,All Cancer Sites Combined,2014-2018,532.1,586.2,558.7,28087,59437.0,24499.0,9.2,14.2,12.8,48.1,4.0,22.1
2953,MS,MS: Lowndes County (28087),180.8,210.9,195.4,689,Mortality,296957,All Races,Male and Female,All Cancer Sites Combined,2014-2018,215.0,250.0,232.0,28087,59437.0,24499.0,9.2,14.2,12.8,48.1,4.0,22.1
2954,MS,MS: Madison County (28089),464.2,502.7,483.2,2630,Incidence,517378,All Races,Male and Female,All Cancer Sites Combined,2014-2018,489.1,528.1,508.3,28089,103498.0,38496.0,4.9,8.2,9.6,44.5,7.0,10.9
2955,MS,MS: Madison County (28089),231.2,259.6,245.1,1250,Mortality,517378,All Races,Male and Female,All Cancer Sites Combined,2014-2018,228.4,255.4,241.6,28089,103498.0,38496.0,4.9,8.2,9.6,44.5,7.0,10.9
2956,MS,MS: Marion County (28091),479.5,551.9,514.7,840,Incidence,126052,All Races,Male and Female,All Cancer Sites Combined,2014-2018,622.1,713.0,666.4,28091,25202.0,18687.0,7.0,20.7,20.2,35.1,1.1,28.9
2957,MS,MS: Marion County (28091),154.1,195.4,173.8,294,Mortality,126052,All Races,Male and Female,All Cancer Sites Combined,2014-2018,207.3,261.5,233.2,28091,25202.0,18687.0,7.0,20.7,20.2,35.1,1.1,28.9
2958,MS,MS: Marshall County (28093),467.2,527.4,496.6,1146,Incidence,178875,All Races,Male and Female,All Cancer Sites Combined,2014-2018,604.1,678.9,640.7,28093,35787.0,21352.0,6.6,18.7,14.0,52.3,0.7,18.3
2959,MS,MS: Marshall County (28093),190.3,229.4,209.1,481,Mortality,178875,All Races,Male and Female,All Cancer Sites Combined,2014-2018,245.4,294.0,268.9,28093,35787.0,21352.0,6.6,18.7,14.0,52.3,0.7,18.3
2960,MS,MS: Monroe County (28095),495.8,556.4,525.4,1259,Incidence,179169,All Races,Male and Female,All Cancer Sites Combined,2014-2018,664.4,742.6,702.7,28095,35840.0,23158.0,6.4,18.9,15.5,33.0,0.3,18.0
2961,MS,MS: Monroe County (28095),171.5,206.9,188.5,470,Mortality,179169,All Races,Male and Female,All Cancer Sites Combined,2014-2018,239.1,287.1,262.3,28095,35840.0,23158.0,6.4,18.9,15.5,33.0,0.3,18.0
2962,MS,MS: Montgomery County (28097),437.0,544.4,488.3,360,Incidence,50930,All Races,Male and Female,All Cancer Sites Combined,2014-2018,635.7,783.8,706.9,28097,10198.0,22913.0,10.3,20.5,24.2,47.8,0.9,27.3
2963,MS,MS: Montgomery County (28097),159.7,226.6,190.7,143,Mortality,50930,All Races,Male and Female,All Cancer Sites Combined,2014-2018,236.6,330.8,280.8,28097,10198.0,22913.0,10.3,20.5,24.2,47.8,0.9,27.3
2964,MS,MS: Neshoba County (28099),411.7,477.8,443.8,748,Incidence,147000,All Races,Male and Female,All Cancer Sites Combined,2014-2018,473.0,546.7,508.8,28099,29376.0,19641.0,8.6,21.8,21.2,41.4,1.3,23.7
2965,MS,MS: Neshoba County (28099),165.3,207.4,185.4,322,Mortality,147000,All Races,Male and Female,All Cancer Sites Combined,2014-2018,195.8,244.3,219.0,28099,29376.0,19641.0,8.6,21.8,21.2,41.4,1.3,23.7
2966,MS,MS: Newton County (28101),443.7,522.6,481.9,614,Incidence,107487,All Races,Male and Female,All Cancer Sites Combined,2014-2018,526.9,618.3,571.2,28101,21524.0,21600.0,6.9,15.3,19.9,38.9,1.2,26.1
2967,MS,MS: Newton County (28101),148.8,194.8,170.6,227,Mortality,107487,All Races,Male and Female,All Cancer Sites Combined,2014-2018,184.6,240.5,211.2,28101,21524.0,21600.0,6.9,15.3,19.9,38.9,1.2,26.1
2968,MS,MS: Noxubee County (28103),435.4,549.2,489.8,314,Incidence,54149,All Races,Male and Female,All Cancer Sites Combined,2014-2018,517.5,647.7,579.9,28103,10828.0,17637.0,10.1,27.8,20.6,74.2,1.8,29.5
2969,MS,MS: Noxubee County (28103),164.6,235.1,197.4,133,Mortality,54149,All Races,Male and Female,All Cancer Sites Combined,2014-2018,205.7,291.1,245.6,28103,10828.0,17637.0,10.1,27.8,20.6,74.2,1.8,29.5
2970,MS,MS: Oktibbeha County (28105),397.4,455.8,425.9,877,Incidence,247032,All Races,Male and Female,All Cancer Sites Combined,2014-2018,331.9,379.3,355.0,28105,49481.0,22136.0,9.9,9.5,11.7,43.3,10.3,30.0
2971,MS,MS: Oktibbeha County (28105),150.5,187.2,168.1,347,Mortality,247032,All Races,Male and Female,All Cancer Sites Combined,2014-2018,126.1,156.1,140.5,28105,49481.0,22136.0,9.9,9.5,11.7,43.3,10.3,30.0
2972,MS,MS: Panola County (28107),461.7,525.4,492.8,992,Incidence,171207,All Races,Male and Female,All Cancer Sites Combined,2014-2018,543.9,616.6,579.4,28107,34243.0,19972.0,7.2,21.6,18.5,53.0,1.1,20.9
2973,MS,MS: Panola County (28107),197.2,239.7,217.7,435,Mortality,171207,All Races,Male and Female,All Cancer Sites Combined,2014-2018,230.8,279.1,254.1,28107,34243.0,19972.0,7.2,21.6,18.5,53.0,1.1,20.9
2974,MS,MS: Pearl River County (28109),487.8,536.6,511.7,1851,Incidence,275680,All Races,Male and Female,All Cancer Sites Combined,2014-2018,641.2,702.7,671.4,28109,55149.0,23135.0,8.4,16.0,19.5,18.1,1.1,16.1
2975,MS,MS: Pearl River County (28109),184.1,214.4,198.8,717,Mortality,275680,All Races,Male and Female,All Cancer Sites Combined,2014-2018,241.4,279.8,260.1,28109,55149.0,23135.0,8.4,16.0,19.5,18.1,1.1,16.1
2976,MS,MS: Perry County (28111),438.6,541.5,487.9,380,Incidence,60112,All Races,Male and Female,All Cancer Sites Combined,2014-2018,570.2,699.0,632.2,28111,12028.0,21611.0,6.8,18.7,26.5,22.7,0.3,18.7
2977,MS,MS: Perry County (28111),154.4,217.2,183.6,146,Mortality,60112,All Races,Male and Female,All Cancer Sites Combined,2014-2018,205.1,285.6,242.9,28111,12028.0,21611.0,6.8,18.7,26.5,22.7,0.3,18.7
2978,MS,MS: Pike County (28113),459.7,517.0,487.7,1196,Incidence,198320,All Races,Male and Female,All Cancer Sites Combined,2014-2018,569.4,638.2,603.1,28113,39737.0,17954.0,7.4,18.3,17.1,56.4,3.8,33.8
2979,MS,MS: Pike County (28113),187.2,223.9,204.9,510,Mortality,198320,All Races,Male and Female,All Cancer Sites Combined,2014-2018,235.3,280.5,257.2,28113,39737.0,17954.0,7.4,18.3,17.1,56.4,3.8,33.8
2980,MS,MS: Pontotoc County (28115),448.4,514.4,480.5,861,Incidence,156700,All Races,Male and Female,All Cancer Sites Combined,2014-2018,513.4,587.4,549.5,28115,31315.0,20401.0,7.2,23.4,19.7,23.2,0.7,19.2
2981,MS,MS: Pontotoc County (28115),153.4,192.9,172.3,311,Mortality,156700,All Races,Male and Female,All Cancer Sites Combined,2014-2018,177.0,221.8,198.5,28115,31315.0,20401.0,7.2,23.4,19.7,23.2,0.7,19.2
2982,MS,MS: Prentiss County (28117),458.4,529.9,493.1,791,Incidence,126553,All Races,Male and Female,All Cancer Sites Combined,2014-2018,582.2,670.2,625.0,28117,25360.0,19693.0,7.2,21.3,22.0,17.4,1.0,23.6
2983,MS,MS: Prentiss County (28117),154.1,196.0,174.0,286,Mortality,126553,All Races,Male and Female,All Cancer Sites Combined,2014-2018,200.6,253.8,226.0,28117,25360.0,19693.0,7.2,21.3,22.0,17.4,1.0,23.6
2984,MS,MS: Quitman County (28119),401.7,531.5,463.0,215,Incidence,36832,All Races,Male and Female,All Cancer Sites Combined,2014-2018,508.3,667.2,583.7,28119,7372.0,15353.0,25.8,29.4,17.3,73.3,1.1,35.5
2985,MS,MS: Quitman County (28119),177.9,267.2,218.9,104,Mortality,36832,All Races,Male and Female,All Cancer Sites Combined,2014-2018,230.7,342.1,282.4,28119,7372.0,15353.0,25.8,29.4,17.3,73.3,1.1,35.5
2986,MS,MS: Rankin County (28121),438.7,467.8,453.0,3901,Incidence,756541,All Races,Male and Female,All Cancer Sites Combined,2014-2018,499.6,532.1,515.6,28121,151240.0,29874.0,4.2,10.5,12.8,25.6,4.4,8.2
2987,MS,MS: Rankin County (28121),130.8,147.0,138.7,1183,Mortality,756541,All Races,Male and Female,All Cancer Sites Combined,2014-2018,147.6,165.5,156.4,28121,151240.0,29874.0,4.2,10.5,12.8,25.6,4.4,8.2
2988,MS,MS: Scott County (28123),445.7,515.6,479.7,774,Incidence,142081,All Races,Male and Female,All Cancer Sites Combined,2014-2018,507.1,584.5,544.8,28123,28415.0,21640.0,7.9,25.7,23.0,50.4,0.7,29.0
2989,MS,MS: Scott County (28123),167.9,211.7,188.9,306,Mortality,142081,All Races,Male and Female,All Cancer Sites Combined,2014-2018,191.9,240.9,215.4,28123,28415.0,21640.0,7.9,25.7,23.0,50.4,0.7,29.0
2990,MS,MS: Sharkey County (28125),374.6,541.6,452.0,137,Incidence,22477,All Races,Male and Female,All Cancer Sites Combined,2014-2018,511.7,720.5,609.5,28125,4511.0,17877.0,16.5,26.3,21.4,74.9,0.0,25.9
2991,MS,MS: Sharkey County (28125),151.5,268.1,203.4,59,Mortality,22477,All Races,Male and Female,All Cancer Sites Combined,2014-2018,199.8,338.6,262.5,28125,4511.0,17877.0,16.5,26.3,21.4,74.9,0.0,25.9
2992,MS,MS: Simpson County (28127),426.5,493.3,459.0,787,Incidence,135295,All Races,Male and Female,All Cancer Sites Combined,2014-2018,541.8,623.8,581.7,28127,27073.0,20495.0,8.2,22.0,18.2,38.5,0.5,24.9
2993,MS,MS: Simpson County (28127),151.1,191.6,170.4,295,Mortality,135295,All Races,Male and Female,All Cancer Sites Combined,2014-2018,193.9,244.4,218.0,28127,27073.0,20495.0,8.2,22.0,18.2,38.5,0.5,24.9
2994,MS,MS: Smith County (28129),406.3,491.9,447.5,471,Incidence,80340,All Races,Male and Female,All Cancer Sites Combined,2014-2018,534.5,641.7,586.3,28129,16063.0,23164.0,3.4,18.4,18.2,25.8,1.0,16.9
2995,MS,MS: Smith County (28129),121.8,168.6,143.6,161,Mortality,80340,All Races,Male and Female,All Cancer Sites Combined,2014-2018,170.6,233.9,200.4,28129,16063.0,23164.0,3.4,18.4,18.2,25.8,1.0,16.9
2996,MS,MS: Stone County (28131),426.7,512.9,468.2,500,Incidence,91133,All Races,Male and Female,All Cancer Sites Combined,2014-2018,501.6,598.9,548.6,28131,18375.0,21931.0,4.8,19.7,18.2,23.8,0.3,17.1
2997,MS,MS: Stone County (28131),163.4,219.8,190.0,192,Mortality,91133,All Races,Male and Female,All Cancer Sites Combined,2014-2018,181.9,242.7,210.7,28131,18375.0,21931.0,4.8,19.7,18.2,23.8,0.3,17.1
2998,MS,MS: Sunflower County (28133),481.0,559.1,518.9,729,Incidence,133128,All Races,Male and Female,All Cancer Sites Combined,2014-2018,508.6,588.8,547.6,28133,26532.0,15464.0,16.0,27.1,14.7,76.1,2.3,31.5
2999,MS,MS: Sunflower County (28133),232.9,289.1,259.9,353,Mortality,133128,All Races,Male and Female,All Cancer Sites Combined,2014-2018,238.2,294.3,265.2,28133,26532.0,15464.0,16.0,27.1,14.7,76.1,2.3,31.5
3000,MS,MS: Tallahatchie County (28135),454.2,554.6,502.5,408,Incidence,71664,All Races,Male and Female,All Cancer Sites Combined,2014-2018,515.4,627.3,569.3,28135,14361.0,14943.0,14.2,31.1,16.2,64.9,1.1,30.6
3001,MS,MS: Tallahatchie County (28135),180.4,246.0,211.2,171,Mortality,71664,All Races,Male and Female,All Cancer Sites Combined,2014-2018,204.2,277.2,238.6,28135,14361.0,14943.0,14.2,31.1,16.2,64.9,1.1,30.6
3002,MS,MS: Tate County (28137),420.4,487.4,452.9,767,Incidence,141947,All Races,Male and Female,All Cancer Sites Combined,2014-2018,502.8,580.0,540.3,28137,28493.0,23542.0,7.6,18.4,15.0,35.5,1.3,19.7
3003,MS,MS: Tate County (28137),168.6,212.4,189.5,314,Mortality,141947,All Races,Male and Female,All Cancer Sites Combined,2014-2018,197.4,247.1,221.2,28137,28493.0,23542.0,7.6,18.4,15.0,35.5,1.3,19.7
3004,MS,MS: Tippah County (28139),455.6,533.7,493.4,658,Incidence,110045,All Races,Male and Female,All Cancer Sites Combined,2014-2018,553.1,645.4,597.9,28139,21990.0,20180.0,7.7,22.4,19.6,22.8,1.2,19.7
3005,MS,MS: Tippah County (28139),171.0,220.4,194.5,258,Mortality,110045,All Races,Male and Female,All Cancer Sites Combined,2014-2018,206.7,264.9,234.4,28139,21990.0,20180.0,7.7,22.4,19.6,22.8,1.2,19.7
3006,MS,MS: Tishomingo County (28141),510.5,594.9,551.4,735,Incidence,97251,All Races,Male and Female,All Cancer Sites Combined,2014-2018,702.1,812.4,755.8,28141,19478.0,20037.0,9.6,20.9,22.3,6.8,2.3,17.8
3007,MS,MS: Tishomingo County (28141),191.8,242.9,216.1,303,Mortality,97251,All Races,Male and Female,All Cancer Sites Combined,2014-2018,277.5,348.7,311.6,28141,19478.0,20037.0,9.6,20.9,22.3,6.8,2.3,17.8
3008,MS,MS: Tunica County (28143),445.9,578.1,508.9,252,Incidence,50805,All Races,Male and Female,All Cancer Sites Combined,2014-2018,436.7,561.2,496.0,28143,10170.0,19115.0,10.5,18.5,12.5,80.8,14.9,21.9
3009,MS,MS: Tunica County (28143),196.6,288.3,239.3,118,Mortality,50805,All Races,Male and Female,All Cancer Sites Combined,2014-2018,192.2,278.1,232.3,28143,10170.0,19115.0,10.5,18.5,12.5,80.8,14.9,21.9
3010,MS,MS: Union County (28145),446.5,514.6,479.6,805,Incidence,141877,All Races,Male and Female,All Cancer Sites Combined,2014-2018,528.9,608.0,567.4,28145,28356.0,20088.0,6.3,22.2,19.4,21.6,1.7,15.6
3011,MS,MS: Union County (28145),162.2,203.6,182.0,315,Mortality,141877,All Races,Male and Female,All Cancer Sites Combined,2014-2018,198.2,247.9,222.0,28145,28356.0,20088.0,6.3,22.2,19.4,21.6,1.7,15.6
3012,MS,MS: Unknown (28999),,,,22,Incidence,0,All Races,Male and Female,All Cancer Sites Combined,2014-2018,,,,28999,,,,,,,,
3013,MS,MS: Walthall County (28147),466.2,560.6,511.6,501,Incidence,72940,All Races,Male and Female,All Cancer Sites Combined,2014-2018,628.0,749.7,686.9,28147,14601.0,20337.0,6.2,19.5,19.9,47.4,0.1,27.7
3014,MS,MS: Walthall County (28147),150.6,204.0,175.6,181,Mortality,72940,All Races,Male and Female,All Cancer Sites Combined,2014-2018,213.3,287.1,248.1,28147,14601.0,20337.0,6.2,19.5,19.9,47.4,0.1,27.7
3015,MS,MS: Warren County (28149),411.0,461.6,435.8,1242,Incidence,235155,All Races,Male and Female,All Cancer Sites Combined,2014-2018,499.2,558.4,528.2,28149,47075.0,23793.0,7.2,12.8,16.1,52.7,6.7,20.6
3016,MS,MS: Warren County (28149),178.7,212.6,195.1,551,Mortality,235155,All Races,Male and Female,All Cancer Sites Combined,2014-2018,215.2,254.7,234.3,28149,47075.0,23793.0,7.2,12.8,16.1,52.7,6.7,20.6
3017,MS,MS: Washington County (28151),470.2,525.5,497.3,1371,Incidence,235383,All Races,Male and Female,All Cancer Sites Combined,2014-2018,552.0,614.1,582.5,28151,47086.0,19884.0,15.1,21.5,19.7,74.7,5.8,33.3
3018,MS,MS: Washington County (28151),199.8,236.4,217.5,593,Mortality,235383,All Races,Male and Female,All Cancer Sites Combined,2014-2018,232.1,273.0,251.9,28151,47086.0,19884.0,15.1,21.5,19.7,74.7,5.8,33.3
3019,MS,MS: Wayne County (28153),408.9,485.0,445.7,570,Incidence,102139,All Races,Male and Female,All Cancer Sites Combined,2014-2018,513.2,605.8,558.1,28153,20422.0,22611.0,9.3,21.3,22.1,42.5,2.1,22.0
3020,MS,MS: Wayne County (28153),145.2,191.3,167.0,217,Mortality,102139,All Races,Male and Female,All Cancer Sites Combined,2014-2018,185.1,242.7,212.5,28153,20422.0,22611.0,9.3,21.3,22.1,42.5,2.1,22.0
3021,MS,MS: Webster County (28155),419.1,531.4,472.6,302,Incidence,49146,All Races,Male and Female,All Cancer Sites Combined,2014-2018,547.1,687.9,614.5,28155,9828.0,21109.0,5.1,15.4,21.9,21.9,0.8,25.5
3022,MS,MS: Webster County (28155),160.5,231.7,193.4,125,Mortality,49146,All Races,Male and Female,All Cancer Sites Combined,2014-2018,211.7,303.0,254.3,28155,9828.0,21109.0,5.1,15.4,21.9,21.9,0.8,25.5
3023,MS,MS: Wilkinson County (28157),456.8,581.3,516.1,292,Incidence,44932,All Races,Male and Female,All Cancer Sites Combined,2014-2018,577.5,728.8,649.9,28157,8990.0,13231.0,10.9,28.0,24.2,72.2,1.0,32.8
3024,MS,MS: Wilkinson County (28157),172.8,252.8,209.8,118,Mortality,44932,All Races,Male and Female,All Cancer Sites Combined,2014-2018,217.4,314.5,262.6,28157,8990.0,13231.0,10.9,28.0,24.2,72.2,1.0,32.8
3025,MS,MS: Winston County (28159),392.9,469.1,429.6,540,Incidence,91789,All Races,Male and Female,All Cancer Sites Combined,2014-2018,539.7,640.1,588.3,28159,18358.0,24538.0,8.2,20.2,20.0,49.9,0.4,23.0
3026,MS,MS: Winston County (28159),135.6,181.2,157.1,202,Mortality,91789,All Races,Male and Female,All Cancer Sites Combined,2014-2018,190.8,252.6,220.1,28159,18358.0,24538.0,8.2,20.2,20.0,49.9,0.4,23.0
3027,MS,MS: Yalobusha County (28161),468.3,569.1,516.7,456,Incidence,62035,All Races,Male and Female,All Cancer Sites Combined,2014-2018,669.1,805.7,735.1,28161,12421.0,21140.0,4.4,16.9,16.7,41.9,1.2,16.2
3028,MS,MS: Yalobusha County (28161),185.7,250.7,216.2,191,Mortality,62035,All Races,Male and Female,All Cancer Sites Combined,2014-2018,265.8,354.8,307.9,28161,12421.0,21140.0,4.4,16.9,16.7,41.9,1.2,16.2
3029,MS,MS: Yazoo County (28163),462.3,535.9,498.1,740,Incidence,140935,All Races,Male and Female,All Cancer Sites Combined,2014-2018,487.9,564.3,525.1,28163,27974.0,18866.0,15.0,22.7,22.4,64.9,0.1,32.5
3030,MS,MS: Yazoo County (28163),199.3,249.0,223.1,327,Mortality,140935,All Races,Male and Female,All Cancer Sites Combined,2014-2018,207.6,258.6,232.0,28163,27974.0,18866.0,15.0,22.7,22.4,64.9,0.1,32.5
3031,MT,MT: Beaverhead County (30001),346.4,449.0,394.9,271,Incidence,46957,All Races,Male and Female,All Cancer Sites Combined,2014-2018,510.5,650.1,577.1,30001,9393.0,28941.0,3.8,4.6,15.4,9.1,2.3,15.9
3032,MT,MT: Beaverhead County (30001),116.6,179.1,145.0,101,Mortality,46957,All Races,Male and Female,All Cancer Sites Combined,2014-2018,175.2,261.4,215.1,30001,9393.0,28941.0,3.8,4.6,15.4,9.1,2.3,15.9
3033,MT,MT: Big Horn County (30003),433.9,547.2,488.1,318,Incidence,66961,All Races,Male and Female,All Cancer Sites Combined,2014-2018,424.1,530.1,474.9,30003,13376.0,18560.0,13.4,11.8,8.9,72.9,1.1,26.2
3034,MT,MT: Big Horn County (30003),124.5,192.0,155.7,93,Mortality,66961,All Races,Male and Female,All Cancer Sites Combined,2014-2018,112.1,170.1,138.9,30003,13376.0,18560.0,13.4,11.8,8.9,72.9,1.1,26.2
3035,MT,MT: Blaine County (30005),291.7,415.7,349.5,136,Incidence,33625,All Races,Male and Female,All Cancer Sites Combined,2014-2018,339.3,478.4,404.5,30005,6727.0,18155.0,15.2,10.9,21.2,55.0,3.6,29.6
3036,MT,MT: Blaine County (30005),96.9,175.9,132.0,49,Mortality,33625,All Races,Male and Female,All Cancer Sites Combined,2014-2018,107.8,192.7,145.7,30005,6727.0,18155.0,15.2,10.9,21.2,55.0,3.6,29.6
3037,MT,MT: Broadwater County (30007),475.1,624.7,545.4,250,Incidence,29141,All Races,Male and Female,All Cancer Sites Combined,2014-2018,754.8,971.1,857.9,30007,5834.0,32362.0,6.1,5.6,18.1,6.0,1.4,6.9
3038,MT,MT: Broadwater County (30007),132.4,217.7,170.5,77,Mortality,29141,All Races,Male and Female,All Cancer Sites Combined,2014-2018,208.5,330.2,264.2,30007,5834.0,32362.0,6.1,5.6,18.1,6.0,1.4,6.9
3039,MT,MT: Carbon County (30009),378.1,475.5,424.3,369,Incidence,52697,All Races,Male and Female,All Cancer Sites Combined,2014-2018,630.6,775.4,700.2,30009,10546.0,32553.0,3.7,5.9,15.9,5.6,0.7,10.1
3040,MT,MT: Carbon County (30009),94.2,143.1,116.2,104,Mortality,52697,All Races,Male and Female,All Cancer Sites Combined,2014-2018,161.3,239.1,197.4,30009,10546.0,32553.0,3.7,5.9,15.9,5.6,0.7,10.1
3041,MT,MT: Carter County (30011),430.7,779.9,582.1,58,Incidence,5925,All Races,Male and Female,All Cancer Sites Combined,2014-2018,743.3,1265.5,978.9,30011,1318.0,32001.0,2.1,7.1,13.6,2.7,1.2,13.3
3042,MT,MT: Carter County (30011),,,,,Mortality,5925,All Races,Male and Female,All Cancer Sites Combined,2014-2018,,,,30011,1318.0,32001.0,2.1,7.1,13.6,2.7,1.2,13.3
